suite,run_id,num_bonded,rl_capacity,background_rpa_rate_per_min,attack_rpa_rate_per_min,active_skew,rpa_rotation_interval_min,rssi_noise_db,seed,method,summary_warmup_applied,summary_warmup_s,summary_measurement_s,aes_attempts_total,aes_attempts_per_legit_resolved,legit_resolution_rate,p50_resolution_delay_ms,p95_resolution_delay_ms,p99_resolution_delay_ms,attack_aes_amplification,false_defer_legit_rate,reserve_grant_legit_count,reserve_grant_attack_count,duplicate_filter_legit_count,duplicate_filter_attack_count,cache_hit_legit_count,host_scan_legit_count,budget_skip_legit_count,budget_skip_attack_count,estimated_energy_uJ,sram_bytes
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,P3-NoBudget,True,60,240,525000,4772.727273,1.0,0.0,0.0,0.0,118890.0,0.0,0,0,0,0,98,12,0,0,63000.0,2096
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,P3-NoTrust,True,60,240,48001,545.465909,0.8,0.0,0.0,0.0,10770.0,0.2,0,0,0,0,84,3,22,3604,5760.12,2144
ablation,m3abl_flood_s20260603,128,8,100.0,1000.0,1.1,15,6.0,20260603,P3-NoRL,True,60,240,48001,545.465909,0.8,0.0,0.0,0.0,10770.0,0.2,0,0,0,0,84,3,0,341,5760.12,1104
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,ZephyrCache,True,60,240,5239682,47204.342342,1.0,0,0.0,0.0,1193250.0,0.0,0,0,0,0,98,11,0,0,628761.84,1024
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,Freq-RL,True,60,240,5242874,47233.099099,1.0,0,0.0,0.0,1193250.0,0.0,0,0,0,0,0,37,0,0,629144.88,1056
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,BudgetDoS,True,60,240,48081,593.592593,0.72973,0,0,0.0,10650.0,0.27027,0,0,0,0,0,0,30,39420,5769.72,1120
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,P3-NoPersist,True,60,240,48002,592.617284,0.72973,0,0,0.0,10650.0,0.27027,0,0,0,0,79,0,8,3584,5760.24,2160
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,P3-NoCache,True,60,240,48081,593.592593,0.72973,0,0,0.0,10650.0,0.27027,0,0,0,0,0,0,8,3584,5769.72,1136
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,P3-NoBudget,True,60,240,5239920,47206.486486,1.0,0,0.0,100.0,1193250.0,0.027027,0,0,0,0,98,13,0,0,628790.4,2096
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,P3-NoTrust,True,60,240,48002,592.617284,0.72973,0,0,0.0,10650.0,0.27027,0,0,0,0,79,0,30,39420,5760.24,2144
ablation,m3abl_heavy_flood_s20260530,128,8,1000.0,10000.0,1.1,15,6.0,20260530,P3-NoRL,True,60,240,48002,592.617284,0.72973,0,0,0.0,10650.0,0.27027,0,0,0,0,79,0,8,3584,5760.24,1104
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,ZephyrCache,True,60,240,5277242,61363.27907,1.0,0.0,0.0,0.0,1197660.0,0.0,0,0,0,0,72,12,0,0,633269.04,1024
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,Freq-RL,True,60,240,5279575,61390.406977,1.0,0.0,0.0,0.0,1197660.0,0.0,0,0,0,0,0,31,0,0,633549.0,1056
ablation,m3abl_heavy_flood_s20260531,128,8,1000.0,10000.0,1.1,15,6.0,20260531,BudgetDoS,True,60,240,48061,787.885246,0.709302,0,0,0.0,10860.0,0.290698,0,0,0,0,0,0,25,39560,5767.32,1120
